0.1975,0.19654,0.19825,0,0,0,0,0,0,0,0,0,0,0,0
0.21979,0.21985,0.22116,0,0,0,0,0,0,0,0,0,0,0,0
0.055,0.055515,0.055664,0,0,0,0,0,0,0,0,0,0,0,0
0.028465,0.028716,0.028909,0,0,0,0,0,0,0,0,0,0,0,0
0.034002,0.03664,0.03685,0,0,0,0,0,0,0,0,0,0,0,0
0.0334,0.033909,0.033997,0,0,0,0,0,0,0,0,0,0,0,0
0.026222,0.026887,0.026616,0,0,0,0,0,0,0,0,0,0,0,0
0.02319,0.023861,0.023698,0,0,0,0,0,0,0,0,0,0,0,0
0.022751,0.023431,0.023222,0,0,0,0,0,0,0,0,0,0,0,0
0.023125,0.024577,0.023517,0,0,0,0,0,0,0,0,0,0,0,0
0.02246,0.023052,0.023683,0,0,0,0,0,0,0,0,0,0,0,0
0.022659,0.023187,0.023184,0,0,0,0,0,0,0,0,0,0,0,0
0.022947,0.023282,0.023396,0,0,0,0,0,0,0,0,0,0,0,0
0.02431,0.024909,0.024984,0,0,0,0,0,0,0,0,0,0,0,0
0.023879,0.024416,0.024609,0,0,0,0,0,0,0,0,0,0,0,0
0.022798,0.023348,0.023221,0,0,0,0,0,0,0,0,0,0,0,0
0.023319,0.023773,0.023836,0,0,0,0,0,0,0,0,0,0,0,0
0.023307,0.023873,0.023744,0,0,0,0,0,0,0,0,0,0,0,0
0.023883,0.024298,0.024425,0,0,0,0,0,0,0,0,0,0,0,0
0.023857,0.024392,0.024425,0,0,0,0,0,0,0,0,0,0,0,0
0.023795,0.024498,0.024383,0,0,0,0,0,0,0,0,0,0,0,0
0.022828,0.023368,0.023401,0,0,0,0,0,0,0,0,0,0,0,0
0.022913,0.023353,0.023192,0,0,0,0,0,0,0,0,0,0,0,0
0.022558,0.023197,0.022978,0,0,0,0,0,0,0,0,0,0,0,0
0.023408,0.023973,0.023915,0,0,0,0,0,0,0,0,0,0,0,0
0.023443,0.024178,0.024007,0,0,0,0,0,0,0,0,0,0,0,0
0.023569,0.024117,0.024095,0,0,0,0,0,0,0,0,0,0,0,0
0.023901,0.024776,0.024515,0,0,0,0,0,0,0,0,0,0,0,0
0.02423,0.024853,0.024832,0,0,0,0,0,0,0,0,0,0,0,0
0.023664,0.024402,0.024216,0,0,0,0,0,0,0,0,0,0,0,0
0.023487,0.024104,0.024081,0,0,0,0,0,0,0,0,0,0,0,0
0.023021,0.023956,0.023789,0,0,0,0,0,0,0,0,0,0,0,0
0.023121,0.023751,0.023683,0,0,0,0,0,0,0,0,0,0,0,0
0.02314,0.024155,0.023718,0,0,0,0,0,0,0,0,0,0,0,0
0.02262,0.023305,0.023223,0,0,0,0,0,0,0,0,0,0,0,0
0.022728,0.023565,0.023304,0,0,0,0,0,0,0,0,0,0,0,0
0.022976,0.023699,0.023449,0,0,0,0,0,0,0,0,0,0,0,0
0.024281,0.025169,0.024992,0,0,0,0,0,0,0,0,0,0,0,0
0.024337,0.024986,0.024989,0,0,0,0,0,0,0,0,0,0,0,0
0.023837,0.024482,0.024321,0,0,0,0,0,0,0,0,0,0,0,0
0.024406,0.025238,0.025159,0,0,0,0,0,0,0,0,0,0,0,0
0.024019,0.024991,0.024885,0,0,0,0,0,0,0,0,0,0,0,0
0.024775,0.025472,0.025489,0,0,0,0,0,0,0,0,0,0,0,0
0.024022,0.024582,0.024536,0,0,0,0,0,0,0,0,0,0,0,0
0.023103,0.023618,0.023646,0,0,0,0,0,0,0,0,0,0,0,0
0.023147,0.02369,0.023795,0,0,0,0,0,0,0,0,0,0,0,0
0.022217,0.022605,0.022562,0,0,0,0,0,0,0,0,0,0,0,0
0.023654,0.024186,0.02419,0,0,0,0,0,0,0,0,0,0,0,0
0.023793,0.024194,0.024274,0,0,0,0,0,0,0,0,0,0,0,0
0.023721,0.024128,0.02425,0,0,0,0,0,0,0,0,0,0,0,0
0.023117,0.023595,0.023474,0,0,0,0,0,0,0,0,0,0,0,0
0.023148,0.023538,0.023556,0,0,0,0,0,0,0,0,0,0,0,0
0.0231,0.023577,0.023552,0,0,0,0,0,0,0,0,0,0,0,0
0.024418,0.02486,0.025232,0,0,0,0,0,0,0,0,0,0,0,0
0.023792,0.02425,0.024454,0,0,0,0,0,0,0,0,0,0,0,0
0.023053,0.023598,0.023514,0,0,0,0,0,0,0,0,0,0,0,0
0.024322,0.024774,0.025015,0,0,0,0,0,0,0,0,0,0,0,0
0.023233,0.023688,0.023676,0,0,0,0,0,0,0,0,0,0,0,0
0.023148,0.023616,0.023621,0,0,0,0,0,0,0,0,0,0,0,0
0.023039,0.023474,0.02346,0,0,0,0,0,0,0,0,0,0,0,0
