0.20881,0.20669,0.20635,0,0,0,0,0,0,0,0,0,0,0,0
0.23447,0.23547,0.23365,0,0,0,0,0,0,0,0,0,0,0,0
0.069586,0.070967,0.069777,0,0,0,0,0,0,0,0,0,0,0,0
0.042735,0.043991,0.043226,0,0,0,0,0,0,0,0,0,0,0,0
0.05099,0.051472,0.051036,0,0,0,0,0,0,0,0,0,0,0,0
0.045604,0.046777,0.045742,0,0,0,0,0,0,0,0,0,0,0,0
0.039442,0.040642,0.039638,0,0,0,0,0,0,0,0,0,0,0,0
0.036097,0.036893,0.036169,0,0,0,0,0,0,0,0,0,0,0,0
0.036062,0.037458,0.03606,0,0,0,0,0,0,0,0,0,0,0,0
0.035854,0.036758,0.035914,0,0,0,0,0,0,0,0,0,0,0,0
0.03569,0.037001,0.036111,0,0,0,0,0,0,0,0,0,0,0,0
0.035617,0.036822,0.035951,0,0,0,0,0,0,0,0,0,0,0,0
0.035542,0.036965,0.036055,0,0,0,0,0,0,0,0,0,0,0,0
0.035927,0.036535,0.036309,0,0,0,0,0,0,0,0,0,0,0,0
0.036431,0.037561,0.036605,0,0,0,0,0,0,0,0,0,0,0,0
0.03578,0.03652,0.036021,0,0,0,0,0,0,0,0,0,0,0,0
0.035964,0.037078,0.036112,0,0,0,0,0,0,0,0,0,0,0,0
0.036004,0.036477,0.036097,0,0,0,0,0,0,0,0,0,0,0,0
0.035965,0.037236,0.036105,0,0,0,0,0,0,0,0,0,0,0,0
0.036009,0.036547,0.036061,0,0,0,0,0,0,0,0,0,0,0,0
0.036274,0.037147,0.036222,0,0,0,0,0,0,0,0,0,0,0,0
0.036246,0.036472,0.036329,0,0,0,0,0,0,0,0,0,0,0,0
0.035766,0.036777,0.035911,0,0,0,0,0,0,0,0,0,0,0,0
0.035958,0.036324,0.036273,0,0,0,0,0,0,0,0,0,0,0,0
0.035804,0.037046,0.036388,0,0,0,0,0,0,0,0,0,0,0,0
0.035778,0.036437,0.036045,0,0,0,0,0,0,0,0,0,0,0,0
0.035581,0.036779,0.03608,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
0.20486,0.21135,0.20904,0,0,0,0,0,0,0,0,0,0,0,0
0.23304,0.2385,0.23726,0,0,0,0,0,0,0,0,0,0,0,0
0.069036,0.070753,0.071188,0,0,0,0,0,0,0,0,0,0,0,0
0.042443,0.044043,0.044271,0,0,0,0,0,0,0,0,0,0,0,0
0.050571,0.052642,0.052654,0,0,0,0,0,0,0,0,0,0,0,0
0.045534,0.04721,0.047202,0,0,0,0,0,0,0,0,0,0,0,0
0.038763,0.040796,0.040844,0,0,0,0,0,0,0,0,0,0,0,0
0.035759,0.037035,0.03746,0,0,0,0,0,0,0,0,0,0,0,0
0.035442,0.037279,0.037576,0,0,0,0,0,0,0,0,0,0,0,0
0.035632,0.036916,0.037282,0,0,0,0,0,0,0,0,0,0,0,0
0.035484,0.037324,0.037546,0,0,0,0,0,0,0,0,0,0,0,0
0.03484,0.036827,0.037127,0,0,0,0,0,0,0,0,0,0,0,0
0.034746,0.036505,0.037109,0,0,0,0,0,0,0,0,0,0,0,0
0.034681,0.036481,0.037007,0,0,0,0,0,0,0,0,0,0,0,0
0.034976,0.037238,0.03714,0,0,0,0,0,0,0,0,0,0,0,0
0.034646,0.036709,0.036992,0,0,0,0,0,0,0,0,0,0,0,0
0.034747,0.036611,0.037146,0,0,0,0,0,0,0,0,0,0,0,0
0.035142,0.037064,0.037693,0,0,0,0,0,0,0,0,0,0,0,0
0.034769,0.036499,0.036865,0,0,0,0,0,0,0,0,0,0,0,0
